test_id,category,query,fixture,expected_classification,actual_classification,actual_count,programmatic_count,mole_hash,canonical_sha256,visual_pass,screenshot,duration_ms,notes
"BD-005","BD","open","tests/fixtures/mini-protein.pdb","COMMAND_HANDLED","INVALID_EXPECTED","0","","","","true","verification/selection-exhaustive/evidence/BD/BD-005__INVALID_EXPECTED.png","340",""
"BD-006","BD","one","tests/fixtures/mini-protein.pdb","UNKNOWN_NAME","PASS","11","0","","","true","verification/selection-exhaustive/evidence/BD/BD-006__PASS.png","861",""
"BD-007","BD","two","tests/fixtures/mini-protein.pdb","UNKNOWN_NAME","PASS","2","0","","","true","verification/selection-exhaustive/evidence/BD/BD-007__PASS.png","853",""
"BE-001","BE","polymer.nucleic","tests/fixtures/typed-nucleic.mmcif","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/BE/BE-001__PASS.png","3237",""
"BE-002","BE","polymer.protein","tests/fixtures/typed-nucleic.mmcif","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/BE/BE-002__PASS.png","893",""
"BE-003","BE","guide","tests/fixtures/typed-nucleic.mmcif","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/BE/BE-003__PASS.png","953",""
"BE-004","BE","backbone","tests/fixtures/typed-nucleic.mmcif","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/BE/BE-004__PASS.png","799",""
"BE-005","BE","sidechain","tests/fixtures/typed-nucleic.mmcif","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/BE/BE-005__PASS.png","849",""
"BE-006","BE","chain A","tests/fixtures/typed-nucleic.mmcif","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/BE/BE-006__PASS.png","865",""
"BE-007","BE","resn DA+DT+DG+DC","tests/fixtures/typed-nucleic.mmcif","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/BE/BE-007__EMPTY_VALID.png","421",""
"BE-008","BE","resn A+U","tests/fixtures/typed-nucleic.mmcif","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/BE/BE-008__EMPTY_VALID.png","516",""
"C-001","C","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/C/C-001__PASS.png","3295",""
"C-002","C","not chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/C/C-002__PASS.png","992",""
"C-003","C","chain A or chain B","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/C/C-003__PASS.png","873",""
"C-004","C","chain A and polymer.protein","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/C/C-004__PASS.png","893",""
"C-005","C","chain ZZZ","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/C/C-005__EMPTY_VALID.png","397",""
"C-006","C","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/C/C-006__PASS.png","893",""
"C-007","C","chain a","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/C/C-007__PASS.png","911",""
"D-001","D","resn ALA","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","4","4","","","true","verification/selection-exhaustive/evidence/D/D-001__PASS.png","923",""
"D-002","D","resn GLY","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","4","4","","","true","verification/selection-exhaustive/evidence/D/D-002__PASS.png","822",""
"D-003","D","resn TYR","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/D/D-003__EMPTY_VALID.png","423",""
"D-004","D","resn ASP","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/D/D-004__EMPTY_VALID.png","400",""
"D-005","D","resn ALA+GLY","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/D/D-005__EMPTY_VALID.png","404",""
"D-006","D","polymer.protein and resn TYR","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/D/D-006__EMPTY_VALID.png","426",""
"D-007","D","chain A and resn ASP","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/D/D-007__EMPTY_VALID.png","432",""
"D-008","D","resn LIG","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/D/D-008__PASS.png","890",""
"E-001","E","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/E/E-001__EMPTY_VALID.png","397",""
"E-002","E","resi 45+46","tests/fixtures/mini-protein.pdb","INVALID_VALUE","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/E/E-002__EMPTY_VALID.png","340",""
"E-003","E","resi 40-50","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/E/E-003__EMPTY_VALID.png","397",""
"E-004","E","chain A and resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/E/E-004__EMPTY_VALID.png","391",""
"E-005","E","chain A and resi 40-50","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/E/E-005__EMPTY_VALID.png","469",""
"E-006","E","resi 1","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","4","4","","","true","verification/selection-exhaustive/evidence/E/E-006__PASS.png","1023",""
"E-007","E","resi HETOM","tests/fixtures/mini-protein.pdb","INVALID_VALUE","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/E/E-007__EMPTY_VALID.png","404",""
"F-001","F","name CA","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/F/F-001__PASS.png","831",""
"F-002","F","name N","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/F/F-002__PASS.png","882",""
"F-003","F","name C","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/F/F-003__PASS.png","913",""
"F-004","F","name O","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","3","3","","","true","verification/selection-exhaustive/evidence/F/F-004__PASS.png","970",""
"F-005","F","name CA+N+C+O","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/F/F-005__EMPTY_VALID.png","504",""
"F-006","F","polymer.protein and name CA","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/F/F-006__PASS.png","815",""
"F-007","F","chain A and name CA","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/F/F-007__PASS.png","869",""
"F-008","F","resi 45 and name CA","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/F/F-008__EMPTY_VALID.png","423",""
"G-001","G","elem C","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","5","5","","","true","verification/selection-exhaustive/evidence/G/G-001__PASS.png","946",""
"G-002","G","elem N","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/G/G-002__PASS.png","1008",""
"G-003","G","elem O","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","4","4","","","true","verification/selection-exhaustive/evidence/G/G-003__PASS.png","874",""
"G-004","G","elem S","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/G/G-004__EMPTY_VALID.png","390",""
"G-005","G","elem P","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/G/G-005__EMPTY_VALID.png","417",""
"G-006","G","organic and elem C","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/G/G-006__PASS.png","928",""
"G-007","G","polymer.protein and elem N","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/G/G-007__PASS.png","998",""
"G-008","G","solvent and elem O","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/G/G-008__PASS.png","922",""
"G-009","G","metals and elem Zn","tests/fixtures/unit-cell.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/G/G-009__EMPTY_VALID.png","2821",""
"H-001","H","polymer.protein and chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/H/H-001__PASS.png","3319",""
"H-002","H","polymer.protein or organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","10","10","","","true","verification/selection-exhaustive/evidence/H/H-002__PASS.png","1094",""
"H-003","H","not solvent","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/H/H-003__PASS.png","917",""
"H-004","H","not polymer","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","4","4","","","true","verification/selection-exhaustive/evidence/H/H-004__PASS.png","906",""
"H-005","H","chain A and name CA","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/H/H-005__PASS.png","864",""
"H-006","H","chain A and (resn ALA or resn GLY)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/H/H-006__PASS.png","953",""
"H-007","H","(chain A or chain B) and name CA","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/H/H-007__PASS.png","868",""
"H-008","H","polymer.protein and not name CA","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","6","6","","","true","verification/selection-exhaustive/evidence/H/H-008__PASS.png","829",""
"H-009","H","organic and not elem C","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/H/H-009__PASS.png","904",""
"H-010","H","chain A and resn ALA or resn GLY","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/H/H-010__PASS.png","946",""
"H-011","H","chain A and (resn ALA or resn GLY)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/H/H-011__PASS.png","997",""
"I-001","I","first all","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/I/I-001__PASS.png","802",""
"I-002","I","last all","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/I/I-002__PASS.png","849",""
"I-003","I","first polymer.protein","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/I/I-003__PASS.png","851",""
"I-004","I","last polymer.protein","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/I/I-004__PASS.png","899",""
"I-005","I","first none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/I/I-005__EMPTY_VALID.png","513",""
"I-006","I","last none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/I/I-006__EMPTY_VALID.png","405",""
"J-001","J","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/J/J-001__PASS.png","861",""
"J-002","J","polymer.protein within 4.0 of organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","4","4","","","true","verification/selection-exhaustive/evidence/J/J-002__PASS.png","869",""
"J-003","J","byres (polymer.protein within 4.0 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/J/J-003__PASS.png","858",""
"J-004","J","byres (polymer.protein within 2.5 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","4","4","","","true","verification/selection-exhaustive/evidence/J/J-004__PASS.png","922",""
"J-005","J","byres (polymer.protein within 3.0 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","4","4","","","true","verification/selection-exhaustive/evidence/J/J-005__PASS.png","887",""
"J-006","J","byres (polymer.protein within 4.0 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/J/J-006__PASS.png","829",""
"J-007","J","byres (polymer.protein within 5.0 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/J/J-007__PASS.png","889",""
"J-008","J","byres (polymer.protein within 8.0 of organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","8","8","","","true","verification/selection-exhaustive/evidence/J/J-008__PASS.png","885",""
"K-001","K","bychain (resi 45)","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/K/K-001__EMPTY_VALID.png","487",""
"K-002","K","byobject (resi 45)","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/K/K-002__EMPTY_VALID.png","437",""
"K-003","K","bymolecule (organic)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/K/K-003__PASS.png","893",""
"K-004","K","bycalpha (resi 45)","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/K/K-004__EMPTY_VALID.png","441",""
"K-005","K","bysegi (resi 45)","tests/fixtures/mini-protein.pdb","UNSUPPORTED_OPERATOR_OR_PROFILE","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/K/K-005__EMPTY_VALID.png","359",""
"K-006","K","byfragment (organic)","tests/fixtures/mini-protein.pdb","MISSING_DEPENDENCY","IMPLEMENTED_WITH_LIMITATION","0","0","","","true","verification/selection-exhaustive/evidence/K/K-006__IMPLEMENTED_WITH_LIMITATION.png","343",""
"K-007","K","byring (organic)","tests/fixtures/ring-ligand.pdb","VALID_NONEMPTY","PASS","6","6","","","true","verification/selection-exhaustive/evidence/K/K-007__PASS.png","3305",""
"K-008","K","byres (chain A or chain B)","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/K/K-008__PASS.png","3314",""
"K-009","K","(byres chain A) or chain B","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/K/K-009__PASS.png","782",""
"L-001","L","chain A and resi 45 and name CA","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/L/L-001__EMPTY_VALID.png","432",""
"L-002","L","neighbor (chain A and resi 45 and name CA)","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/L/L-002__EMPTY_VALID.png","431",""
"L-003","L","neighbor organic","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/L/L-003__EMPTY_VALID.png","409",""
"M-001","M","bound_to (chain A and resi 45 and name CA)","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/M/M-001__EMPTY_VALID.png","471",""
"M-002","M","neighbor (chain A and resi 45 and name CA)","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/M/M-002__EMPTY_VALID.png","455",""
"N-001","N","(chain A and resi 45 and name CA) extend 1","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/N/N-001__EMPTY_VALID.png","436",""
"N-002","N","(chain A and resi 45 and name CA) extend 2","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/N/N-002__EMPTY_VALID.png","398",""
"N-003","N","(chain A and resi 45 and name CA) extend 3","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/N/N-003__EMPTY_VALID.png","453",""
"O-001","O","polymer.protein within 4.0 of organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","4","4","","","true","verification/selection-exhaustive/evidence/O/O-001__PASS.png","901",""
"O-002","O","all within 4.0 of organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","6","6","","","true","verification/selection-exhaustive/evidence/O/O-002__PASS.png","908",""
"O-003","O","solvent within 4.0 of organic","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/O/O-003__EMPTY_VALID.png","472",""
"O-004","O","metals within 5.0 of organic","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/O/O-004__EMPTY_VALID.png","466",""
"O-005","O","chain A within 4.0 of organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","6","6","","","true","verification/selection-exhaustive/evidence/O/O-005__PASS.png","880",""
"O-006","O","all within 0 of organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/O/O-006__PASS.png","878",""
"O-007","O","all within 0.1 of organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/O/O-007__PASS.png","933",""
"O-008","O","all within 100 of organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/O/O-008__PASS.png","992",""
"P-001","P","organic around 4.0","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/P/P-001__INVALID_EXPECTED.png","389",""
"P-002","P","all within 4.0 of organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","6","6","","","true","verification/selection-exhaustive/evidence/P/P-002__PASS.png","934",""
"P-003","P","resi 45 around 3","tests/fixtures/mini-protein.pdb","SYNTAX_ERROR","INVALID_EXPECTED","0","0","","","true","verification/selection-exhaustive/evidence/P/P-003__INVALID_EXPECTED.png","386",""
"Q-001","Q","all near_to 4.0 of organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","4","4","","","true","verification/selection-exhaustive/evidence/Q/Q-001__PASS.png","961",""
"Q-002","Q","all within 4.0 of organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","6","6","","","true","verification/selection-exhaustive/evidence/Q/Q-002__PASS.png","858",""
"R-001","R","all beyond 4.0 of organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","6","6","","","true","verification/selection-exhaustive/evidence/R/R-001__PASS.png","932",""
"R-002","R","all beyond 8.0 of organic","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/R/R-002__EMPTY_VALID.png","487",""
"R-003","R","all beyond 20.0 of organic","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/R/R-003__EMPTY_VALID.png","422",""
"S-001","S","organic expand 2","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","3","3","","","true","verification/selection-exhaustive/evidence/S/S-001__PASS.png","973",""
"S-002","S","organic expand 4","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","6","6","","","true","verification/selection-exhaustive/evidence/S/S-002__PASS.png","1176",""
"S-003","S","organic expand 6","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","11","11","","","true","verification/selection-exhaustive/evidence/S/S-003__PASS.png","1408",""
"S-004","S","organic extend 4","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/S/S-004__PASS.png","1236",""
"T-001","T","organic gap 1.0","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","5","5","","","true","verification/selection-exhaustive/evidence/T/T-001__PASS.png","1289",""
"T-002","T","organic gap 2.0","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/T/T-002__PASS.png","1272",""
"U-001","U","b < 100","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/U/U-001__PASS.png","1252",""
"U-002","U","b < 50","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/U/U-002__PASS.png","1228",""
"U-003","U","b >= 20","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/U/U-003__PASS.png","1458",""
"U-004","U","polymer.protein and b > 30","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/U/U-004__EMPTY_VALID.png","634",""
"U-005","U","b < -999","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/U/U-005__EMPTY_VALID.png","450",""
"U-006","U","b > 99999","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/U/U-006__EMPTY_VALID.png","476",""
"V-001","V","q < 1.0","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/V/V-001__EMPTY_VALID.png","454",""
"V-002","V","q = 1.0","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/V/V-002__PASS.png","938",""
"V-003","V","q > 0.5","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","12","12","","","true","verification/selection-exhaustive/evidence/V/V-003__PASS.png","932",""
"W-001","W","ss H","tests/fixtures/g1c-secondary-formal.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/W/W-001__EMPTY_VALID.png","2630",""
"W-002","W","ss S","tests/fixtures/g1c-secondary-formal.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/W/W-002__EMPTY_VALID.png","539",""
"W-003","W","ss L","tests/fixtures/g1c-secondary-formal.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/W/W-003__EMPTY_VALID.png","480",""
"W-004","W","ss H+S","tests/fixtures/g1c-secondary-formal.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/W/W-004__EMPTY_VALID.png","489",""
"W-005","W","polymer.protein and ss H","tests/fixtures/g1c-secondary-formal.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/W/W-005__EMPTY_VALID.png","434",""
"X-001","X","formal_charge = 1","tests/fixtures/charged.pqr","MISSING_DEPENDENCY","IMPLEMENTED_WITH_LIMITATION","0","0","","","true","verification/selection-exhaustive/evidence/X/X-001__IMPLEMENTED_WITH_LIMITATION.png","9719",""
"X-002","X","formal_charge = -1","tests/fixtures/charged.pqr","MISSING_DEPENDENCY","IMPLEMENTED_WITH_LIMITATION","0","0","","","true","verification/selection-exhaustive/evidence/X/X-002__IMPLEMENTED_WITH_LIMITATION.png","7387",""
"X-003","X","partial_charge < 0","tests/fixtures/charged.pqr","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/X/X-003__PASS.png","933",""
"X-004","X","partial_charge > 0","tests/fixtures/charged.pqr","VALID_NONEMPTY","PASS","1","1","","","true","verification/selection-exhaustive/evidence/X/X-004__PASS.png","944",""
"Y-001","Y","x < 0","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/Y/Y-001__EMPTY_VALID.png","2735",""
"Y-002","Y","x > 0","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","10","10","","","true","verification/selection-exhaustive/evidence/Y/Y-002__PASS.png","1035",""
"Y-003","Y","y < 0","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","2","2","","","true","verification/selection-exhaustive/evidence/Y/Y-003__PASS.png","866",""
"Y-004","Y","z > 0","tests/fixtures/mini-protein.pdb","VALID_EMPTY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/Y/Y-004__EMPTY_VALID.png","430",""
"Y-005","Y","polymer.protein and x > 0","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","PASS","7","7","","","true","verification/selection-exhaustive/evidence/Y/Y-005__PASS.png","896",""
"Z-001","Z","state 1","tests/fixtures/multistate.pdb","MISSING_DEPENDENCY","PASS","4","0","","","true","verification/selection-exhaustive/evidence/Z/Z-001__PASS.png","3053",""
"Z-002","Z","state 2","tests/fixtures/multistate.pdb","MISSING_DEPENDENCY","EMPTY_VALID","0","0","","","true","verification/selection-exhaustive/evidence/Z/Z-002__EMPTY_VALID.png","375",""
"Z-003","Z","present","tests/fixtures/multistate.pdb","VALID_NONEMPTY","PASS","4","4","","","true","verification/selection-exhaustive/evidence/Z/Z-003__PASS.png","850",""
"Z-004","Z","present","tests/fixtures/multistate.pdb","VALID_NONEMPTY","PASS","4","4","","","true","verification/selection-exhaustive/evidence/Z/Z-004__PASS.png","883",""
